subject_id,trial_index,is_monolingual,colour,num,resp,resp_fixed,rt
5cd7e6f6885e0a0017273d57,304,yes,yellows,1,желтый,желтый,3485.21499999333
5cd7e6f6885e0a0017273d57,305,yes,reds,1,розовый,розовый,3940.45499991626
5cd7e6f6885e0a0017273d57,306,yes,browns,20,коричневый,коричневый,5054.84999995679
5cd7e6f6885e0a0017273d57,307,yes,yellows,20,оранджевый,оранджевый,7832.40499999374
5d1e4a3ed4b9d60001ec8f1c,300,yes,yellows,1,жёлтый,жёлтый,10601.7000000477
5d1e4a3ed4b9d60001ec8f1c,301,yes,reds,20,красный,красный,10356.0999999046
5d1e4a3ed4b9d60001ec8f1c,302,yes,blues,20,синий,синий,6985.40000009537
5d1e4a3ed4b9d60001ec8f1c,303,yes,reds,1,розовый,розовый,14298.5999999046
5d1e4a3ed4b9d60001ec8f1c,304,yes,yellows,20,оранжевый,оранжевый,24473.899999857
5d1e4a3ed4b9d60001ec8f1c,305,yes,browns,20,коричневый,коричневый,7790.79999995232
5d1e4a3ed4b9d60001ec8f1c,306,yes,blues,1,голубой,голубой,6707.09999990463
5d1e4a3ed4b9d60001ec8f1c,307,yes,browns,1,светло-коричневый,светло-коричневый,19959.0999999046
5d3587a13e11900001093ae8,300,yes,reds,1,розовый,розовый,9126.69999980926
5d3587a13e11900001093ae8,301,yes,blues,20,синий,синий,2265.60000038147
5d3587a13e11900001093ae8,302,yes,yellows,20,оранжевый,оранжевый,4538.60000038147
5d3587a13e11900001093ae8,303,yes,yellows,1,желтый,желтый,3626.80000019073
5d3587a13e11900001093ae8,304,yes,blues,1,голубой,голубой,3609.30000019073
5d3587a13e11900001093ae8,305,yes,reds,20,красный,красный,2392.10000038147
5d3587a13e11900001093ae8,306,yes,browns,20,коричневый,коричневый,3204.30000019073
5d3587a13e11900001093ae8,307,yes,browns,1,бежевый,бежевый,4663.70000076294
5d485d7e173e52001afc3136,300,no,reds,1,розовый,розовый,5539.79999999702
5d485d7e173e52001afc3136,301,no,yellows,1,желтый,желтый,4618.69999999553
