,subject_id,trial_index,colour,is_monolingual,num,is_dark,rt,language
33736,5e84d9c7499bf00a9692a5c0,336,yellows,no,3,1,907.6,Russian
33836,5e84d9c7499bf00a9692a5c0,337,blues,no,13,1,1987.4,Russian
33936,5e84d9c7499bf00a9692a5c0,338,browns,no,3,0,1121.5,Russian
34036,5e84d9c7499bf00a9692a5c0,339,browns,no,7,1,2660.9,Russian
34136,5e84d9c7499bf00a9692a5c0,340,reds,no,19,1,1652.9,Russian
34236,5e84d9c7499bf00a9692a5c0,341,reds,no,10,0,1141,Russian
34336,5e84d9c7499bf00a9692a5c0,342,reds,no,4,0,1276,Russian
34436,5e84d9c7499bf00a9692a5c0,343,browns,no,7,0,1830.6,Russian
34536,5e84d9c7499bf00a9692a5c0,344,blues,no,10,1,2494.3,Russian
34636,5e84d9c7499bf00a9692a5c0,345,blues,no,18,1,979.3,Russian
34736,5e84d9c7499bf00a9692a5c0,346,browns,no,12,1,1529.2,Russian
34836,5e84d9c7499bf00a9692a5c0,347,blues,no,9,0,1883.3,Russian
34936,5e84d9c7499bf00a9692a5c0,348,reds,no,17,1,1533.9,Russian
35036,5e84d9c7499bf00a9692a5c0,349,yellows,no,13,1,1993.1,Russian
35136,5e84d9c7499bf00a9692a5c0,350,browns,no,11,1,3133.4,Russian
35236,5e84d9c7499bf00a9692a5c0,351,browns,no,14,1,728.9,Russian
35336,5e84d9c7499bf00a9692a5c0,352,browns,no,6,0,1401.4,Russian
35436,5e84d9c7499bf00a9692a5c0,353,blues,no,11,1,1329.8,Russian
35536,5e84d9c7499bf00a9692a5c0,354,browns,no,7,0,2860.1,Russian
35636,5e84d9c7499bf00a9692a5c0,355,blues,no,2,0,1078.3,Russian
35736,5e84d9c7499bf00a9692a5c0,356,yellows,no,13,1,1306.4,Russian
35836,5e84d9c7499bf00a9692a5c0,357,yellows,no,2,0,1078.3,Russian
36036,5e84d9c7499bf00a9692a5c0,359,reds,no,5,0,3676.8,Russian
36136,5e84d9c7499bf00a9692a5c0,360,blues,no,11,1,1449.3,Russian
36236,5e84d9c7499bf00a9692a5c0,361,yellows,no,7,0,3443.1,Russian
36336,5e84d9c7499bf00a9692a5c0,362,blues,no,10,1,1488.8,Russian
36436,5e84d9c7499bf00a9692a5c0,363,browns,no,14,1,1202.2,Russian
36536,5e84d9c7499bf00a9692a5c0,364,browns,no,18,1,1230.3,Russian
36636,5e84d9c7499bf00a9692a5c0,365,yellows,no,5,0,1176.9,Russian
36736,5e84d9c7499bf00a9692a5c0,366,blues,no,6,0,1445.8,Russian
36836,5e84d9c7499bf00a9692a5c0,367,yellows,no,19,1,842.1,Russian
36936,5e84d9c7499bf00a9692a5c0,368,reds,no,9,0,945.3,Russian
37036,5e84d9c7499bf00a9692a5c0,369,yellows,no,11,0,843.8,Russian
37136,5e84d9c7499bf00a9692a5c0,370,browns,no,18,1,976.9,Russian
37236,5e84d9c7499bf00a9692a5c0,371,browns,no,6,0,1006.4,Russian
37336,5e84d9c7499bf00a9692a5c0,372,browns,no,11,1,1593.7,Russian
37436,5e84d9c7499bf00a9692a5c0,373,browns,no,2,0,818.6,Russian
37536,5e84d9c7499bf00a9692a5c0,374,reds,no,9,0,1102.3,Russian
37636,5e84d9c7499bf00a9692a5c0,375,yellows,no,9,0,1950.1,Russian
37736,5e84d9c7499bf00a9692a5c0,376,blues,no,1,0,1204.4,Russian
37836,5e84d9c7499bf00a9692a5c0,377,browns,no,10,1,1590.4,Russian
37936,5e84d9c7499bf00a9692a5c0,378,browns,no,20,1,1150.3,Russian
38036,5e84d9c7499bf00a9692a5c0,379,yellows,no,15,1,1210.8,Russian
38136,5e84d9c7499bf00a9692a5c0,380,yellows,no,15,1,1094.5,Russian
38236,5e84d9c7499bf00a9692a5c0,381,reds,no,4,0,873.2,Russian
38336,5e84d9c7499bf00a9692a5c0,382,browns,no,8,0,2308.9,Russian
38436,5e84d9c7499bf00a9692a5c0,383,reds,no,2,0,1873.2,Russian
38536,5e84d9c7499bf00a9692a5c0,384,yellows,no,9,0,1182.4,Russian
38636,5e84d9c7499bf00a9692a5c0,385,reds,no,16,1,1093,Russian
38736,5e84d9c7499bf00a9692a5c0,386,reds,no,1,0,1441,Russian
38836,5e84d9c7499bf00a9692a5c0,387,blues,no,17,1,1505.2,Russian
38936,5e84d9c7499bf00a9692a5c0,388,reds,no,18,1,1030.3,Russian
39036,5e84d9c7499bf00a9692a5c0,389,reds,no,6,0,892.1,Russian
39136,5e84d9c7499bf00a9692a5c0,390,browns,no,9,1,4950.6,Russian
39236,5e84d9c7499bf00a9692a5c0,391,browns,no,5,0,977.8,Russian
39336,5e84d9c7499bf00a9692a5c0,392,reds,no,11,0,2577.7,Russian
39436,5e84d9c7499bf00a9692a5c0,393,blues,no,11,1,1642.6,Russian
39536,5e84d9c7499bf00a9692a5c0,394,reds,no,20,1,1144.5,Russian
39636,5e84d9c7499bf00a9692a5c0,395,reds,no,9,0,1227.5,Russian
39736,5e84d9c7499bf00a9692a5c0,396,browns,no,10,1,2534.6,Russian
39836,5e84d9c7499bf00a9692a5c0,397,reds,no,11,0,1522.8,Russian
39936,5e84d9c7499bf00a9692a5c0,398,yellows,no,12,1,1065.7,Russian
40036,5e84d9c7499bf00a9692a5c0,399,yellows,no,18,1,825.1,Russian
40136,5e84d9c7499bf00a9692a5c0,400,reds,no,2,0,1003.9,Russian
40236,5e84d9c7499bf00a9692a5c0,401,reds,no,17,1,1820.2,Russian
40336,5e84d9c7499bf00a9692a5c0,402,blues,no,13,1,3226.6,Russian
40436,5e84d9c7499bf00a9692a5c0,403,yellows,no,3,0,3673.8,Russian
40536,5e84d9c7499bf00a9692a5c0,404,blues,no,10,1,5312.6,Russian
40636,5e84d9c7499bf00a9692a5c0,405,yellows,no,5,0,3250.2,Russian
40736,5e84d9c7499bf00a9692a5c0,406,browns,no,14,1,1778.6,Russian
40836,5e84d9c7499bf00a9692a5c0,407,yellows,no,1,0,1390,Russian
40936,5e84d9c7499bf00a9692a5c0,408,yellows,no,18,1,1177.3,Russian
41136,5e84d9c7499bf00a9692a5c0,410,blues,no,7,0,1013.4,Russian
41236,5e84d9c7499bf00a9692a5c0,411,browns,no,14,1,3043.4,Russian
41336,5e84d9c7499bf00a9692a5c0,412,browns,no,11,0,1766.2,Russian
41436,5e84d9c7499bf00a9692a5c0,413,browns,no,8,0,677.4,Russian
41536,5e84d9c7499bf00a9692a5c0,414,blues,no,19,1,1594.5,Russian
41636,5e84d9c7499bf00a9692a5c0,415,browns,no,1,0,1421.7,Russian
41736,5e84d9c7499bf00a9692a5c0,416,blues,no,12,1,1497,Russian
41836,5e84d9c7499bf00a9692a5c0,417,yellows,no,1,0,893.2,Russian
41936,5e84d9c7499bf00a9692a5c0,418,blues,no,9,1,3402.5,Russian
42036,5e84d9c7499bf00a9692a5c0,419,reds,no,12,0,2370.5,Russian
42136,5e84d9c7499bf00a9692a5c0,420,blues,no,20,1,1024.8,Russian
42236,5e84d9c7499bf00a9692a5c0,421,browns,no,13,1,1252.9,Russian
42336,5e84d9c7499bf00a9692a5c0,422,blues,no,5,0,1125.5,Russian
42436,5e84d9c7499bf00a9692a5c0,423,blues,no,12,1,1512.5,Russian
42536,5e84d9c7499bf00a9692a5c0,424,reds,no,2,0,912.5,Russian
42636,5e84d9c7499bf00a9692a5c0,425,reds,no,8,0,931.4,Russian
42736,5e84d9c7499bf00a9692a5c0,426,reds,no,10,0,809.8,Russian
42836,5e84d9c7499bf00a9692a5c0,427,reds,no,20,1,1236,Russian
42936,5e84d9c7499bf00a9692a5c0,428,blues,no,15,1,1483.9,Russian
43036,5e84d9c7499bf00a9692a5c0,429,yellows,no,8,0,1046.3,Russian
43136,5e84d9c7499bf00a9692a5c0,430,blues,no,8,0,1086.3,Russian
43236,5e84d9c7499bf00a9692a5c0,431,browns,no,12,1,1277.3,Russian
43336,5e84d9c7499bf00a9692a5c0,432,reds,no,7,0,1000.1,Russian
43436,5e84d9c7499bf00a9692a5c0,433,browns,no,16,1,1020.7,Russian
43536,5e84d9c7499bf00a9692a5c0,434,browns,no,13,1,1128.9,Russian
43636,5e84d9c7499bf00a9692a5c0,435,browns,no,3,0,909.7,Russian
43736,5e84d9c7499bf00a9692a5c0,436,yellows,no,17,1,993.2,Russian
43836,5e84d9c7499bf00a9692a5c0,437,blues,no,19,1,1138.1,Russian
43936,5e84d9c7499bf00a9692a5c0,438,browns,no,19,1,2027.6,Russian
44036,5e84d9c7499bf00a9692a5c0,439,browns,no,1,0,1174.5,Russian
44136,5e84d9c7499bf00a9692a5c0,440,blues,no,12,1,2333.8,Russian
44236,5e84d9c7499bf00a9692a5c0,441,reds,no,12,0,1457.7,Russian
44336,5e84d9c7499bf00a9692a5c0,442,reds,no,15,1,1449.9,Russian
44436,5e84d9c7499bf00a9692a5c0,443,browns,no,19,1,1651.7,Russian
44536,5e84d9c7499bf00a9692a5c0,444,browns,no,19,1,1065.8,Russian
44636,5e84d9c7499bf00a9692a5c0,445,yellows,no,20,1,908.6,Russian
44736,5e84d9c7499bf00a9692a5c0,446,yellows,no,3,0,960.9,Russian
44836,5e84d9c7499bf00a9692a5c0,447,browns,no,20,1,1235.3,Russian
44936,5e84d9c7499bf00a9692a5c0,448,reds,no,12,0,3059.7,Russian
45036,5e84d9c7499bf00a9692a5c0,449,browns,no,1,0,1793.7,Russian
45136,5e84d9c7499bf00a9692a5c0,450,browns,no,9,1,1753.8,Russian
45236,5e84d9c7499bf00a9692a5c0,451,reds,no,1,0,931,Russian
45336,5e84d9c7499bf00a9692a5c0,452,reds,no,14,0,2316.2,Russian
45436,5e84d9c7499bf00a9692a5c0,453,reds,no,14,1,897.2,Russian
45536,5e84d9c7499bf00a9692a5c0,454,yellows,no,18,1,1395.8,Russian
45636,5e84d9c7499bf00a9692a5c0,455,blues,no,18,1,1346.2,Russian
45736,5e84d9c7499bf00a9692a5c0,456,reds,no,5,0,2109.7,Russian
45836,5e84d9c7499bf00a9692a5c0,457,yellows,no,12,0,1371,Russian
45936,5e84d9c7499bf00a9692a5c0,458,blues,no,2,0,1290.3,Russian
46036,5e84d9c7499bf00a9692a5c0,459,blues,no,4,0,966,Russian
46236,5e84d9c7499bf00a9692a5c0,461,browns,no,4,0,3197.2,Russian
46336,5e84d9c7499bf00a9692a5c0,462,reds,no,20,1,1073.6,Russian
46436,5e84d9c7499bf00a9692a5c0,463,yellows,no,10,0,3336.6,Russian
46536,5e84d9c7499bf00a9692a5c0,464,reds,no,3,0,940.2,Russian
46636,5e84d9c7499bf00a9692a5c0,465,browns,no,18,1,1074.3,Russian
46736,5e84d9c7499bf00a9692a5c0,466,blues,no,20,1,1357.5,Russian
46836,5e84d9c7499bf00a9692a5c0,467,browns,no,20,1,1656,Russian
46936,5e84d9c7499bf00a9692a5c0,468,browns,no,2,0,1077.6,Russian
47036,5e84d9c7499bf00a9692a5c0,469,browns,no,17,1,1033.3,Russian
47136,5e84d9c7499bf00a9692a5c0,470,browns,no,7,0,1289.1,Russian
47236,5e84d9c7499bf00a9692a5c0,471,reds,no,16,1,1195.2,Russian
47336,5e84d9c7499bf00a9692a5c0,472,reds,no,10,0,1104.3,Russian
47436,5e84d9c7499bf00a9692a5c0,473,yellows,no,10,0,1506.9,Russian
47536,5e84d9c7499bf00a9692a5c0,474,reds,no,14,1,3898.4,Russian
47636,5e84d9c7499bf00a9692a5c0,475,browns,no,16,1,2433.2,Russian
47736,5e84d9c7499bf00a9692a5c0,476,browns,no,17,1,1016.8,Russian
47836,5e84d9c7499bf00a9692a5c0,477,yellows,no,19,1,980.4,Russian
47936,5e84d9c7499bf00a9692a5c0,478,reds,no,11,0,1597.5,Russian
48036,5e84d9c7499bf00a9692a5c0,479,browns,no,15,1,1659.5,Russian
48136,5e84d9c7499bf00a9692a5c0,480,yellows,no,16,1,1010.8,Russian
48236,5e84d9c7499bf00a9692a5c0,481,reds,no,15,1,1613.6,Russian
48336,5e84d9c7499bf00a9692a5c0,482,yellows,no,19,1,1096.8,Russian
48436,5e84d9c7499bf00a9692a5c0,483,blues,no,18,1,1307.8,Russian
48536,5e84d9c7499bf00a9692a5c0,484,reds,no,19,1,1456.5,Russian
48636,5e84d9c7499bf00a9692a5c0,485,yellows,no,16,1,1051.3,Russian
48736,5e84d9c7499bf00a9692a5c0,486,yellows,no,5,0,945.5,Russian
48836,5e84d9c7499bf00a9692a5c0,487,browns,no,16,1,901.1,Russian
48936,5e84d9c7499bf00a9692a5c0,488,reds,no,19,1,930.1,Russian
49036,5e84d9c7499bf00a9692a5c0,489,blues,no,14,1,1077.3,Russian
49136,5e84d9c7499bf00a9692a5c0,490,reds,no,17,1,849.6,Russian
49236,5e84d9c7499bf00a9692a5c0,491,reds,no,17,0,451.3,Russian
49336,5e84d9c7499bf00a9692a5c0,492,yellows,no,4,0,859.7,Russian
49436,5e84d9c7499bf00a9692a5c0,493,blues,no,1,0,835.3,Russian
49536,5e84d9c7499bf00a9692a5c0,494,browns,no,11,1,1464,Russian
49636,5e84d9c7499bf00a9692a5c0,495,blues,no,3,0,1019.5,Russian
49736,5e84d9c7499bf00a9692a5c0,496,blues,no,2,0,1088.6,Russian
49836,5e84d9c7499bf00a9692a5c0,497,yellows,no,11,0,1483.9,Russian
49936,5e84d9c7499bf00a9692a5c0,498,reds,no,14,0,1441.9,Russian
50036,5e84d9c7499bf00a9692a5c0,499,blues,no,8,0,2945,Russian
50136,5e84d9c7499bf00a9692a5c0,500,reds,no,18,1,1396.6,Russian
50236,5e84d9c7499bf00a9692a5c0,501,browns,no,20,1,1245.9,Russian
50336,5e84d9c7499bf00a9692a5c0,502,blues,no,9,1,1824.3,Russian
50436,5e84d9c7499bf00a9692a5c0,503,yellows,no,11,1,1748.8,Russian
50536,5e84d9c7499bf00a9692a5c0,504,yellows,no,3,0,988.7,Russian
50636,5e84d9c7499bf00a9692a5c0,505,yellows,no,16,1,969,Russian
50736,5e84d9c7499bf00a9692a5c0,506,reds,no,3,0,2341.8,Russian
50836,5e84d9c7499bf00a9692a5c0,507,reds,no,4,0,952.3,Russian
50936,5e84d9c7499bf00a9692a5c0,508,reds,no,11,0,2872.4,Russian
51036,5e84d9c7499bf00a9692a5c0,509,blues,no,20,1,4104.3,Russian
51136,5e84d9c7499bf00a9692a5c0,510,reds,no,8,0,1524.5,Russian
51336,5e84d9c7499bf00a9692a5c0,512,blues,no,13,1,1987.7,Russian
51436,5e84d9c7499bf00a9692a5c0,513,blues,no,14,0,624.4,Russian
51536,5e84d9c7499bf00a9692a5c0,514,reds,no,18,1,1928.9,Russian
51636,5e84d9c7499bf00a9692a5c0,515,browns,no,6,0,2119.8,Russian
51736,5e84d9c7499bf00a9692a5c0,516,browns,no,2,0,1069.3,Russian
51836,5e84d9c7499bf00a9692a5c0,517,reds,no,1,0,2391.5,Russian
51936,5e84d9c7499bf00a9692a5c0,518,yellows,no,1,0,892.4,Russian
52036,5e84d9c7499bf00a9692a5c0,519,browns,no,6,0,1215.8,Russian
52136,5e84d9c7499bf00a9692a5c0,520,yellows,no,13,1,1048.7,Russian
52236,5e84d9c7499bf00a9692a5c0,521,blues,no,16,1,1163.4,Russian
52336,5e84d9c7499bf00a9692a5c0,522,browns,no,8,1,1696.2,Russian
52436,5e84d9c7499bf00a9692a5c0,523,yellows,no,4,0,1004,Russian
52536,5e84d9c7499bf00a9692a5c0,524,blues,no,3,0,1324,Russian
52636,5e84d9c7499bf00a9692a5c0,525,yellows,no,12,1,1333.5,Russian
52736,5e84d9c7499bf00a9692a5c0,526,yellows,no,17,1,1008,Russian
52836,5e84d9c7499bf00a9692a5c0,527,yellows,no,19,1,1372.9,Russian
52936,5e84d9c7499bf00a9692a5c0,528,browns,no,19,1,1172.6,Russian
53036,5e84d9c7499bf00a9692a5c0,529,blues,no,1,0,1048.8,Russian
53136,5e84d9c7499bf00a9692a5c0,530,reds,no,20,1,1109.4,Russian
53236,5e84d9c7499bf00a9692a5c0,531,blues,no,10,1,926,Russian
53336,5e84d9c7499bf00a9692a5c0,532,yellows,no,14,1,1347.1,Russian
53436,5e84d9c7499bf00a9692a5c0,533,reds,no,8,0,1018.8,Russian
53536,5e84d9c7499bf00a9692a5c0,534,yellows,no,15,1,1144.8,Russian
53636,5e84d9c7499bf00a9692a5c0,535,blues,no,3,0,1285.3,Russian
53736,5e84d9c7499bf00a9692a5c0,536,yellows,no,2,0,2376.2,Russian
53836,5e84d9c7499bf00a9692a5c0,537,yellows,no,14,1,1997.4,Russian
53936,5e84d9c7499bf00a9692a5c0,538,reds,no,9,0,1753.8,Russian
54036,5e84d9c7499bf00a9692a5c0,539,blues,no,17,1,1519.9,Russian
54136,5e84d9c7499bf00a9692a5c0,540,blues,no,14,0,1567.8,Russian
54236,5e84d9c7499bf00a9692a5c0,541,reds,no,16,1,1990.9,Russian
54336,5e84d9c7499bf00a9692a5c0,542,browns,no,5,0,960.8,Russian
54436,5e84d9c7499bf00a9692a5c0,543,blues,no,18,1,1307.9,Russian
54536,5e84d9c7499bf00a9692a5c0,544,blues,no,4,0,927.8,Russian
54636,5e84d9c7499bf00a9692a5c0,545,reds,no,6,0,1504.6,Russian
54736,5e84d9c7499bf00a9692a5c0,546,yellows,no,6,0,1789,Russian
54836,5e84d9c7499bf00a9692a5c0,547,reds,no,7,0,1624,Russian
54936,5e84d9c7499bf00a9692a5c0,548,browns,no,12,1,1634.2,Russian
55036,5e84d9c7499bf00a9692a5c0,549,browns,no,9,0,1379.8,Russian
55136,5e84d9c7499bf00a9692a5c0,550,yellows,no,18,1,1027,Russian
55236,5e84d9c7499bf00a9692a5c0,551,reds,no,7,0,1168,Russian
55336,5e84d9c7499bf00a9692a5c0,552,blues,no,2,0,893.2,Russian
55436,5e84d9c7499bf00a9692a5c0,553,yellows,no,17,1,1331.1,Russian
55536,5e84d9c7499bf00a9692a5c0,554,yellows,no,8,0,1117,Russian
55636,5e84d9c7499bf00a9692a5c0,555,browns,no,13,1,157.2,Russian
55736,5e84d9c7499bf00a9692a5c0,556,yellows,no,16,1,2301,Russian
55836,5e84d9c7499bf00a9692a5c0,557,blues,no,1,0,764.9,Russian
55936,5e84d9c7499bf00a9692a5c0,558,blues,no,4,0,953.4,Russian
56036,5e84d9c7499bf00a9692a5c0,559,browns,no,9,1,1899.8,Russian
56136,5e84d9c7499bf00a9692a5c0,560,yellows,no,6,0,880.7,Russian
56236,5e84d9c7499bf00a9692a5c0,561,blues,no,6,0,1236.2,Russian
56436,5e84d9c7499bf00a9692a5c0,563,yellows,no,12,1,2004.4,Russian
56536,5e84d9c7499bf00a9692a5c0,564,blues,no,5,1,852.2,Russian
56636,5e84d9c7499bf00a9692a5c0,565,browns,no,5,0,1744.2,Russian
56736,5e84d9c7499bf00a9692a5c0,566,yellows,no,9,0,2659.1,Russian
56836,5e84d9c7499bf00a9692a5c0,567,reds,no,8,0,1180.3,Russian
56936,5e84d9c7499bf00a9692a5c0,568,yellows,no,20,1,987.5,Russian
57036,5e84d9c7499bf00a9692a5c0,569,blues,no,19,1,820.6,Russian
57136,5e84d9c7499bf00a9692a5c0,570,yellows,no,5,0,983.5,Russian
57236,5e84d9c7499bf00a9692a5c0,571,blues,no,15,1,1583.7,Russian
57336,5e84d9c7499bf00a9692a5c0,572,browns,no,4,0,1261.2,Russian
57436,5e84d9c7499bf00a9692a5c0,573,yellows,no,8,0,999.4,Russian
57536,5e84d9c7499bf00a9692a5c0,574,reds,no,3,0,973.2,Russian
57636,5e84d9c7499bf00a9692a5c0,575,yellows,no,6,0,1964.8,Russian
57736,5e84d9c7499bf00a9692a5c0,576,reds,no,13,1,1496.2,Russian
57836,5e84d9c7499bf00a9692a5c0,577,blues,no,8,0,1268.6,Russian
57936,5e84d9c7499bf00a9692a5c0,578,blues,no,5,1,984.2,Russian
58036,5e84d9c7499bf00a9692a5c0,579,blues,no,16,1,1004.5,Russian
58136,5e84d9c7499bf00a9692a5c0,580,reds,no,3,0,1108.5,Russian
58236,5e84d9c7499bf00a9692a5c0,581,browns,no,10,1,1698,Russian
58336,5e84d9c7499bf00a9692a5c0,582,blues,no,6,0,988.3,Russian
58436,5e84d9c7499bf00a9692a5c0,583,reds,no,15,0,1992.2,Russian
58536,5e84d9c7499bf00a9692a5c0,584,blues,no,4,0,2040.2,Russian
58636,5e84d9c7499bf00a9692a5c0,585,blues,no,3,0,1107.4,Russian
58736,5e84d9c7499bf00a9692a5c0,586,yellows,no,7,0,959.8,Russian
58836,5e84d9c7499bf00a9692a5c0,587,yellows,no,20,1,792.4,Russian
58936,5e84d9c7499bf00a9692a5c0,588,yellows,no,10,0,771.5,Russian
59036,5e84d9c7499bf00a9692a5c0,589,browns,no,4,0,2052.9,Russian
59136,5e84d9c7499bf00a9692a5c0,590,yellows,no,17,1,1191.7,Russian
59236,5e84d9c7499bf00a9692a5c0,591,blues,no,12,1,1224.5,Russian
59336,5e84d9c7499bf00a9692a5c0,592,reds,no,5,0,1808.8,Russian
59436,5e84d9c7499bf00a9692a5c0,593,reds,no,7,0,1271.7,Russian
59536,5e84d9c7499bf00a9692a5c0,594,yellows,no,4,0,1029.3,Russian
59636,5e84d9c7499bf00a9692a5c0,595,browns,no,2,0,1143.7,Russian
59736,5e84d9c7499bf00a9692a5c0,596,blues,no,9,1,1722.3,Russian
59836,5e84d9c7499bf00a9692a5c0,597,yellows,no,13,1,1162.8,Russian
59936,5e84d9c7499bf00a9692a5c0,598,reds,no,18,1,1217.2,Russian
60036,5e84d9c7499bf00a9692a5c0,599,blues,no,17,1,947.1,Russian
60136,5e84d9c7499bf00a9692a5c0,600,blues,no,7,0,1043.6,Russian
60236,5e84d9c7499bf00a9692a5c0,601,browns,no,15,1,803.7,Russian
60336,5e84d9c7499bf00a9692a5c0,602,blues,no,5,0,1104.5,Russian
60436,5e84d9c7499bf00a9692a5c0,603,yellows,no,2,0,1012.4,Russian
60536,5e84d9c7499bf00a9692a5c0,604,blues,no,20,1,1424.7,Russian
60636,5e84d9c7499bf00a9692a5c0,605,reds,no,1,0,1175.7,Russian
60736,5e84d9c7499bf00a9692a5c0,606,browns,no,8,1,2008,Russian
60836,5e84d9c7499bf00a9692a5c0,607,reds,no,2,0,995.5,Russian
60936,5e84d9c7499bf00a9692a5c0,608,browns,no,1,0,936.1,Russian
61036,5e84d9c7499bf00a9692a5c0,609,blues,no,19,1,1004.6,Russian
61136,5e84d9c7499bf00a9692a5c0,610,blues,no,6,0,1018.9,Russian
61236,5e84d9c7499bf00a9692a5c0,611,browns,no,17,1,1299.3,Russian
61336,5e84d9c7499bf00a9692a5c0,612,yellows,no,1,0,1096.1,Russian
61536,5e84d9c7499bf00a9692a5c0,614,browns,no,10,1,1726.9,Russian
61636,5e84d9c7499bf00a9692a5c0,615,blues,no,16,1,952.8,Russian
61736,5e84d9c7499bf00a9692a5c0,616,yellows,no,7,0,1272,Russian
61836,5e84d9c7499bf00a9692a5c0,617,reds,no,4,0,1167.4,Russian
61936,5e84d9c7499bf00a9692a5c0,618,browns,no,15,1,884.4,Russian
62036,5e84d9c7499bf00a9692a5c0,619,reds,no,6,0,953,Russian
62136,5e84d9c7499bf00a9692a5c0,620,blues,no,8,0,1570.2,Russian
62236,5e84d9c7499bf00a9692a5c0,621,blues,no,17,1,947.7,Russian
62336,5e84d9c7499bf00a9692a5c0,622,reds,no,12,0,2130,Russian
62436,5e84d9c7499bf00a9692a5c0,623,blues,no,13,1,1522.1,Russian
62536,5e84d9c7499bf00a9692a5c0,624,yellows,no,7,0,872.1,Russian
62636,5e84d9c7499bf00a9692a5c0,625,blues,no,15,1,1119.4,Russian
62736,5e84d9c7499bf00a9692a5c0,626,blues,no,7,0,10.5,Russian
62836,5e84d9c7499bf00a9692a5c0,627,reds,no,13,0,2177.1,Russian
62936,5e84d9c7499bf00a9692a5c0,628,yellows,no,8,0,1735.9,Russian
63036,5e84d9c7499bf00a9692a5c0,629,yellows,no,4,0,1072.1,Russian
63136,5e84d9c7499bf00a9692a5c0,630,yellows,no,10,1,1788.5,Russian
63236,5e84d9c7499bf00a9692a5c0,631,yellows,no,15,1,1018.5,Russian
63336,5e84d9c7499bf00a9692a5c0,632,yellows,no,9,0,1935.7,Russian
63436,5e84d9c7499bf00a9692a5c0,633,yellows,no,20,1,1191.3,Russian
63536,5e84d9c7499bf00a9692a5c0,634,browns,no,17,1,1102.9,Russian
31037,5e852ca6fdad8f11511558a1,309,browns,no,4,0,1938,Russian
31137,5e852ca6fdad8f11511558a1,310,yellows,no,10,0,1648.4,Russian
31237,5e852ca6fdad8f11511558a1,311,yellows,no,8,0,2038.7,Russian
31337,5e852ca6fdad8f11511558a1,312,browns,no,7,0,2332,Russian
31437,5e852ca6fdad8f11511558a1,313,browns,no,18,1,1548.4,Russian
31537,5e852ca6fdad8f11511558a1,314,reds,no,20,1,2289.7,Russian
31637,5e852ca6fdad8f11511558a1,315,blues,no,12,0,2037.5,Russian
31737,5e852ca6fdad8f11511558a1,316,yellows,no,14,0,1229.3,Russian
31837,5e852ca6fdad8f11511558a1,317,browns,no,1,0,2045.7,Russian
31937,5e852ca6fdad8f11511558a1,318,blues,no,4,0,1612.7,Russian
32037,5e852ca6fdad8f11511558a1,319,yellows,no,1,0,1205.3,Russian
32137,5e852ca6fdad8f11511558a1,320,yellows,no,16,1,1266.9,Russian
32237,5e852ca6fdad8f11511558a1,321,blues,no,10,0,2164.6,Russian
32337,5e852ca6fdad8f11511558a1,322,yellows,no,2,0,2942,Russian
32437,5e852ca6fdad8f11511558a1,323,browns,no,19,1,1451.2,Russian
32537,5e852ca6fdad8f11511558a1,324,reds,no,6,0,1557.2,Russian
32637,5e852ca6fdad8f11511558a1,325,reds,no,7,0,2109,Russian
32737,5e852ca6fdad8f11511558a1,326,browns,no,16,1,2004.8,Russian
32837,5e852ca6fdad8f11511558a1,327,yellows,no,6,0,1422.1,Russian
32937,5e852ca6fdad8f11511558a1,328,blues,no,12,1,1589.5,Russian
33037,5e852ca6fdad8f11511558a1,329,blues,no,2,0,1018.6,Russian
33137,5e852ca6fdad8f11511558a1,330,blues,no,10,0,3666.2,Russian
33237,5e852ca6fdad8f11511558a1,331,blues,no,15,1,1812.5,Russian
33337,5e852ca6fdad8f11511558a1,332,blues,no,18,1,1300.8,Russian
33437,5e852ca6fdad8f11511558a1,333,reds,no,17,1,2004.2,Russian
33537,5e852ca6fdad8f11511558a1,334,reds,no,2,0,1683.9,Russian
33637,5e852ca6fdad8f11511558a1,335,browns,no,7,0,2389.5,Russian
33737,5e852ca6fdad8f11511558a1,336,browns,no,18,1,1298.6,Russian
33837,5e852ca6fdad8f11511558a1,337,yellows,no,17,1,3163.4,Russian
33937,5e852ca6fdad8f11511558a1,338,yellows,no,20,1,1387.4,Russian
34037,5e852ca6fdad8f11511558a1,339,reds,no,19,1,1523.3,Russian
34137,5e852ca6fdad8f11511558a1,340,reds,no,14,0,1938.1,Russian
34237,5e852ca6fdad8f11511558a1,341,yellows,no,2,0,1140.1,Russian
34337,5e852ca6fdad8f11511558a1,342,yellows,no,14,0,2356.2,Russian
34437,5e852ca6fdad8f11511558a1,343,blues,no,5,0,1395.8,Russian
34537,5e852ca6fdad8f11511558a1,344,reds,no,18,1,1362.8,Russian
34637,5e852ca6fdad8f11511558a1,345,reds,no,1,0,1461.9,Russian
34737,5e852ca6fdad8f11511558a1,346,browns,no,2,0,1130.6,Russian
34837,5e852ca6fdad8f11511558a1,347,blues,no,3,0,1331.8,Russian
34937,5e852ca6fdad8f11511558a1,348,yellows,no,7,0,1301.7,Russian
35037,5e852ca6fdad8f11511558a1,349,reds,no,20,1,1877.6,Russian
35137,5e852ca6fdad8f11511558a1,350,blues,no,9,0,1652.6,Russian
