,subject_id,trial_index,colour,is_monolingual,num,is_dark,rt,language
3101,59f096e47f3d71000171e46b,309,blues,yes,13,1,5735.1,Russian
3111,59f096e47f3d71000171e46b,310,yellows,yes,8,0,2620.1,Russian
3121,59f096e47f3d71000171e46b,311,blues,yes,16,1,1802.3,Russian
3131,59f096e47f3d71000171e46b,312,reds,yes,7,0,1946.6,Russian
3141,59f096e47f3d71000171e46b,313,reds,yes,17,1,1537.4,Russian
3151,59f096e47f3d71000171e46b,314,blues,yes,12,1,4361.6,Russian
3161,59f096e47f3d71000171e46b,315,blues,yes,17,1,1046.7,Russian
3171,59f096e47f3d71000171e46b,316,browns,yes,15,1,2758,Russian
3181,59f096e47f3d71000171e46b,317,browns,yes,11,0,1234.3,Russian
3191,59f096e47f3d71000171e46b,318,reds,yes,12,1,4249.6,Russian
3201,59f096e47f3d71000171e46b,319,browns,yes,18,1,1507.3,Russian
3211,59f096e47f3d71000171e46b,320,browns,yes,3,0,997,Russian
3221,59f096e47f3d71000171e46b,321,reds,yes,13,1,2972.1,Russian
3231,59f096e47f3d71000171e46b,322,reds,yes,12,1,5506,Russian
3241,59f096e47f3d71000171e46b,323,yellows,yes,6,0,1080.3,Russian
3251,59f096e47f3d71000171e46b,324,browns,yes,16,1,1807.4,Russian
3261,59f096e47f3d71000171e46b,325,yellows,yes,12,1,1827,Russian
3271,59f096e47f3d71000171e46b,326,reds,yes,18,1,1453.1,Russian
3281,59f096e47f3d71000171e46b,327,reds,yes,7,0,773.8,Russian
3291,59f096e47f3d71000171e46b,328,reds,yes,6,0,1288.4,Russian
3301,59f096e47f3d71000171e46b,329,blues,yes,11,0,1418.1,Russian
3311,59f096e47f3d71000171e46b,330,blues,yes,15,1,1220.3,Russian
3321,59f096e47f3d71000171e46b,331,reds,yes,10,0,3245.3,Russian
3331,59f096e47f3d71000171e46b,332,browns,yes,20,1,2464.7,Russian
3341,59f096e47f3d71000171e46b,333,browns,yes,20,1,909.0999999,Russian
3351,59f096e47f3d71000171e46b,334,yellows,yes,7,0,3035.1,Russian
3361,59f096e47f3d71000171e46b,335,yellows,yes,20,1,1159.6,Russian
3371,59f096e47f3d71000171e46b,336,reds,yes,14,1,3810.7,Russian
3381,59f096e47f3d71000171e46b,337,blues,yes,16,1,1163.5,Russian
3391,59f096e47f3d71000171e46b,338,browns,yes,1,0,1440.9,Russian
3401,59f096e47f3d71000171e46b,339,blues,yes,19,1,1532.5,Russian
3411,59f096e47f3d71000171e46b,340,blues,yes,17,1,1439.7,Russian
3421,59f096e47f3d71000171e46b,341,yellows,yes,6,0,1463.3,Russian
3431,59f096e47f3d71000171e46b,342,blues,yes,3,0,1642.1,Russian
3441,59f096e47f3d71000171e46b,343,blues,yes,13,1,1052,Russian
3451,59f096e47f3d71000171e46b,344,blues,yes,18,1,1202.9,Russian
3461,59f096e47f3d71000171e46b,345,yellows,yes,1,0,1304.7,Russian
3471,59f096e47f3d71000171e46b,346,blues,yes,15,1,1329.9,Russian
3481,59f096e47f3d71000171e46b,347,yellows,yes,6,0,5377.2,Russian
3491,59f096e47f3d71000171e46b,348,reds,yes,9,0,1325.8,Russian
3501,59f096e47f3d71000171e46b,349,blues,yes,7,0,3913.4,Russian
3511,59f096e47f3d71000171e46b,350,browns,yes,13,0,3778,Russian
3521,59f096e47f3d71000171e46b,351,yellows,yes,1,0,2267.3,Russian
3531,59f096e47f3d71000171e46b,352,browns,yes,15,1,2034.4,Russian
3541,59f096e47f3d71000171e46b,353,yellows,yes,11,1,1187.5,Russian
3551,59f096e47f3d71000171e46b,354,reds,yes,5,0,1691.4,Russian
3561,59f096e47f3d71000171e46b,355,reds,yes,15,1,1531.2,Russian
3571,59f096e47f3d71000171e46b,356,reds,yes,10,0,1046.8,Russian
3581,59f096e47f3d71000171e46b,357,yellows,yes,16,1,1607.9,Russian
3601,59f096e47f3d71000171e46b,359,reds,yes,16,1,1272.2,Russian
3611,59f096e47f3d71000171e46b,360,browns,yes,10,0,1677.1,Russian
3621,59f096e47f3d71000171e46b,361,browns,yes,6,0,1198.5,Russian
3631,59f096e47f3d71000171e46b,362,reds,yes,8,0,1093.5,Russian
3641,59f096e47f3d71000171e46b,363,yellows,yes,5,0,939.3,Russian
3651,59f096e47f3d71000171e46b,364,yellows,yes,20,1,880.6000001,Russian
3661,59f096e47f3d71000171e46b,365,blues,yes,14,1,863.8000002,Russian
3671,59f096e47f3d71000171e46b,366,reds,yes,18,0,1378.4,Russian
3681,59f096e47f3d71000171e46b,367,browns,yes,18,1,2470.4,Russian
3691,59f096e47f3d71000171e46b,368,reds,yes,11,0,1296.8,Russian
3701,59f096e47f3d71000171e46b,369,blues,yes,5,0,1267.8,Russian
3711,59f096e47f3d71000171e46b,370,reds,yes,17,1,1544.9,Russian
3721,59f096e47f3d71000171e46b,371,reds,yes,3,0,2497,Russian
3731,59f096e47f3d71000171e46b,372,yellows,yes,1,0,1323.3,Russian
3741,59f096e47f3d71000171e46b,373,reds,yes,11,0,3624.6,Russian
3751,59f096e47f3d71000171e46b,374,browns,yes,2,0,1157.2,Russian
3761,59f096e47f3d71000171e46b,375,yellows,yes,3,0,1435.7,Russian
3771,59f096e47f3d71000171e46b,376,blues,yes,12,1,5112.9,Russian
3781,59f096e47f3d71000171e46b,377,reds,yes,5,0,1450,Russian
3791,59f096e47f3d71000171e46b,378,reds,yes,5,1,816.8,Russian
3801,59f096e47f3d71000171e46b,379,browns,yes,3,0,2015.7,Russian
3811,59f096e47f3d71000171e46b,380,reds,yes,14,1,2423.7,Russian
3821,59f096e47f3d71000171e46b,381,blues,yes,19,1,1277.9,Russian
3831,59f096e47f3d71000171e46b,382,yellows,yes,8,0,2563.8,Russian
3841,59f096e47f3d71000171e46b,383,yellows,yes,18,1,1163.7,Russian
3851,59f096e47f3d71000171e46b,384,blues,yes,1,0,1191,Russian
3861,59f096e47f3d71000171e46b,385,blues,yes,2,0,784.3999999,Russian
3871,59f096e47f3d71000171e46b,386,browns,yes,12,0,2020.7,Russian
3881,59f096e47f3d71000171e46b,387,blues,yes,7,0,7655.2,Russian
3891,59f096e47f3d71000171e46b,388,reds,yes,15,1,1590.2,Russian
3901,59f096e47f3d71000171e46b,389,reds,yes,6,0,874.7,Russian
3911,59f096e47f3d71000171e46b,390,reds,yes,13,1,1490.6,Russian
3921,59f096e47f3d71000171e46b,391,browns,yes,19,1,1377.7,Russian
3931,59f096e47f3d71000171e46b,392,reds,yes,2,0,1152.7,Russian
3941,59f096e47f3d71000171e46b,393,blues,yes,18,1,1268.9,Russian
3951,59f096e47f3d71000171e46b,394,yellows,yes,8,0,3139.1,Russian
3961,59f096e47f3d71000171e46b,395,reds,yes,11,0,1097.2,Russian
3971,59f096e47f3d71000171e46b,396,blues,yes,11,1,3340.3,Russian
3981,59f096e47f3d71000171e46b,397,yellows,yes,4,0,2763.7,Russian
3991,59f096e47f3d71000171e46b,398,yellows,yes,14,1,1360.9,Russian
4001,59f096e47f3d71000171e46b,399,yellows,yes,17,1,1057.9,Russian
4011,59f096e47f3d71000171e46b,400,blues,yes,18,1,1136.8,Russian
4021,59f096e47f3d71000171e46b,401,blues,yes,19,1,1133.8,Russian
4031,59f096e47f3d71000171e46b,402,reds,yes,4,0,1149.2,Russian
4041,59f096e47f3d71000171e46b,403,reds,yes,17,1,2019.8,Russian
4051,59f096e47f3d71000171e46b,404,reds,yes,14,0,952.3,Russian
4061,59f096e47f3d71000171e46b,405,reds,yes,16,1,1424.8,Russian
4071,59f096e47f3d71000171e46b,406,reds,yes,18,1,956.2,Russian
4081,59f096e47f3d71000171e46b,407,reds,yes,3,0,971.1000001,Russian
4091,59f096e47f3d71000171e46b,408,blues,yes,8,0,6295.4,Russian
4111,59f096e47f3d71000171e46b,410,blues,yes,9,0,2045.9,Russian
4121,59f096e47f3d71000171e46b,411,yellows,yes,17,1,1201.6,Russian
4131,59f096e47f3d71000171e46b,412,browns,yes,9,0,1234.6,Russian
4141,59f096e47f3d71000171e46b,413,browns,yes,12,1,1246.2,Russian
4151,59f096e47f3d71000171e46b,414,reds,yes,1,0,1113.3,Russian
4161,59f096e47f3d71000171e46b,415,browns,yes,12,0,8291.1,Russian
4171,59f096e47f3d71000171e46b,416,browns,yes,19,1,1446.2,Russian
4181,59f096e47f3d71000171e46b,417,yellows,yes,20,1,2390.9,Russian
4191,59f096e47f3d71000171e46b,418,yellows,yes,14,1,1081.9,Russian
4201,59f096e47f3d71000171e46b,419,blues,yes,10,1,2454.2,Russian
4211,59f096e47f3d71000171e46b,420,browns,yes,17,1,4002.3,Russian
4221,59f096e47f3d71000171e46b,421,browns,yes,1,0,904.1000001,Russian
4231,59f096e47f3d71000171e46b,422,browns,yes,14,1,3011.9,Russian
4241,59f096e47f3d71000171e46b,423,blues,yes,16,1,824,Russian
4251,59f096e47f3d71000171e46b,424,reds,yes,10,0,1443.7,Russian
4261,59f096e47f3d71000171e46b,425,yellows,yes,18,1,1233.7,Russian
4271,59f096e47f3d71000171e46b,426,browns,yes,19,1,1121.6,Russian
4281,59f096e47f3d71000171e46b,427,blues,yes,8,0,2442.5,Russian
4291,59f096e47f3d71000171e46b,428,blues,yes,2,0,1080.5,Russian
4301,59f096e47f3d71000171e46b,429,browns,yes,5,0,1170.4,Russian
4311,59f096e47f3d71000171e46b,430,reds,yes,19,1,1263.8,Russian
4321,59f096e47f3d71000171e46b,431,browns,yes,5,0,1278.2,Russian
4331,59f096e47f3d71000171e46b,432,reds,yes,20,1,1217.8,Russian
4341,59f096e47f3d71000171e46b,433,yellows,yes,16,1,1210.4,Russian
4351,59f096e47f3d71000171e46b,434,browns,yes,14,1,1995,Russian
4361,59f096e47f3d71000171e46b,435,reds,yes,20,1,2787.4,Russian
4371,59f096e47f3d71000171e46b,436,browns,yes,1,0,1192.6,Russian
4381,59f096e47f3d71000171e46b,437,reds,yes,1,0,1238.2,Russian
4391,59f096e47f3d71000171e46b,438,yellows,yes,7,0,1486.5,Russian
4401,59f096e47f3d71000171e46b,439,reds,yes,7,0,1193.6,Russian
4411,59f096e47f3d71000171e46b,440,reds,yes,5,0,933.5999999,Russian
4421,59f096e47f3d71000171e46b,441,yellows,yes,10,1,1756.1,Russian
4431,59f096e47f3d71000171e46b,442,browns,yes,7,0,2256.6,Russian
4441,59f096e47f3d71000171e46b,443,blues,yes,3,0,1114,Russian
4451,59f096e47f3d71000171e46b,444,blues,yes,6,1,984.3,Russian
4461,59f096e47f3d71000171e46b,445,browns,yes,18,1,2690.5,Russian
4471,59f096e47f3d71000171e46b,446,blues,yes,18,1,1016.7,Russian
4481,59f096e47f3d71000171e46b,447,yellows,yes,16,1,968.5,Russian
4491,59f096e47f3d71000171e46b,448,reds,yes,1,0,1223.6,Russian
4501,59f096e47f3d71000171e46b,449,browns,yes,8,0,1122.2,Russian
4511,59f096e47f3d71000171e46b,450,reds,yes,2,0,1047.9,Russian
4521,59f096e47f3d71000171e46b,451,blues,yes,20,1,1091.1,Russian
4531,59f096e47f3d71000171e46b,452,yellows,yes,13,1,962.6000001,Russian
4541,59f096e47f3d71000171e46b,453,reds,yes,6,0,1415.4,Russian
4551,59f096e47f3d71000171e46b,454,browns,yes,15,1,3821.5,Russian
4561,59f096e47f3d71000171e46b,455,yellows,yes,10,1,1104.2,Russian
4571,59f096e47f3d71000171e46b,456,yellows,yes,1,0,2084.2,Russian
4581,59f096e47f3d71000171e46b,457,browns,yes,16,1,1254.4,Russian
4591,59f096e47f3d71000171e46b,458,browns,yes,8,0,970.4000001,Russian
4601,59f096e47f3d71000171e46b,459,yellows,yes,14,1,999.0999999,Russian
4621,59f096e47f3d71000171e46b,461,browns,yes,9,0,1052,Russian
4631,59f096e47f3d71000171e46b,462,yellows,yes,9,1,871.0999999,Russian
4641,59f096e47f3d71000171e46b,463,blues,yes,16,1,1001.5,Russian
4651,59f096e47f3d71000171e46b,464,yellows,yes,3,0,1800.3,Russian
4661,59f096e47f3d71000171e46b,465,yellows,yes,19,1,1045.3,Russian
4671,59f096e47f3d71000171e46b,466,browns,yes,6,0,1276.1,Russian
4681,59f096e47f3d71000171e46b,467,browns,yes,11,1,2673.3,Russian
4691,59f096e47f3d71000171e46b,468,blues,yes,6,0,3378.1,Russian
4701,59f096e47f3d71000171e46b,469,blues,yes,2,0,824.3000002,Russian
4711,59f096e47f3d71000171e46b,470,yellows,yes,12,1,917.6000001,Russian
4721,59f096e47f3d71000171e46b,471,blues,yes,11,1,1430,Russian
4731,59f096e47f3d71000171e46b,472,blues,yes,8,1,1841,Russian
4741,59f096e47f3d71000171e46b,473,yellows,yes,14,1,2013.4,Russian
4751,59f096e47f3d71000171e46b,474,yellows,yes,11,1,1559.2,Russian
4761,59f096e47f3d71000171e46b,475,blues,yes,11,1,1777.4,Russian
4771,59f096e47f3d71000171e46b,476,yellows,yes,4,0,1444.5,Russian
4781,59f096e47f3d71000171e46b,477,blues,yes,2,0,1519.6,Russian
4791,59f096e47f3d71000171e46b,478,blues,yes,17,1,983.0999999,Russian
4801,59f096e47f3d71000171e46b,479,blues,yes,1,0,1562.3,Russian
4811,59f096e47f3d71000171e46b,480,blues,yes,10,1,1272.3,Russian
4821,59f096e47f3d71000171e46b,481,browns,yes,4,0,1078.6,Russian
4831,59f096e47f3d71000171e46b,482,browns,yes,7,0,1894.4,Russian
4841,59f096e47f3d71000171e46b,483,reds,yes,3,0,1410.4,Russian
4851,59f096e47f3d71000171e46b,484,browns,yes,10,0,1538.4,Russian
4861,59f096e47f3d71000171e46b,485,reds,yes,16,1,1835.2,Russian
4871,59f096e47f3d71000171e46b,486,blues,yes,7,0,2391.2,Russian
4881,59f096e47f3d71000171e46b,487,yellows,yes,2,0,1030,Russian
4891,59f096e47f3d71000171e46b,488,yellows,yes,2,0,1295.6,Russian
4901,59f096e47f3d71000171e46b,489,yellows,yes,7,1,896.6000001,Russian
4911,59f096e47f3d71000171e46b,490,reds,yes,9,0,1149.2,Russian
4921,59f096e47f3d71000171e46b,491,browns,yes,20,1,1583.5,Russian
4931,59f096e47f3d71000171e46b,492,reds,yes,8,0,958.7,Russian
4941,59f096e47f3d71000171e46b,493,reds,yes,19,1,1133.7,Russian
4951,59f096e47f3d71000171e46b,494,blues,yes,4,0,1812.5,Russian
4961,59f096e47f3d71000171e46b,495,blues,yes,4,0,785.3999999,Russian
4971,59f096e47f3d71000171e46b,496,browns,yes,13,0,2017.9,Russian
4981,59f096e47f3d71000171e46b,497,blues,yes,5,0,3212.3,Russian
4991,59f096e47f3d71000171e46b,498,yellows,yes,9,1,1253.1,Russian
5001,59f096e47f3d71000171e46b,499,blues,yes,13,1,1693.3,Russian
5011,59f096e47f3d71000171e46b,500,reds,yes,18,1,1320,Russian
5021,59f096e47f3d71000171e46b,501,browns,yes,20,1,1113.2,Russian
5031,59f096e47f3d71000171e46b,502,blues,yes,13,1,1120,Russian
5041,59f096e47f3d71000171e46b,503,reds,yes,6,0,1052.4,Russian
5051,59f096e47f3d71000171e46b,504,browns,yes,1,0,1639.8,Russian
5061,59f096e47f3d71000171e46b,505,blues,yes,15,1,1580.7,Russian
5071,59f096e47f3d71000171e46b,506,blues,yes,3,0,1126.2,Russian
5081,59f096e47f3d71000171e46b,507,reds,yes,17,1,1327.2,Russian
5091,59f096e47f3d71000171e46b,508,blues,yes,5,0,1859.4,Russian
5101,59f096e47f3d71000171e46b,509,reds,yes,19,1,908.7,Russian
5111,59f096e47f3d71000171e46b,510,reds,yes,9,0,1096.1,Russian
5131,59f096e47f3d71000171e46b,512,browns,yes,7,0,1768.1,Russian
5141,59f096e47f3d71000171e46b,513,browns,yes,19,1,907.1000001,Russian
5151,59f096e47f3d71000171e46b,514,yellows,yes,16,1,1210.3,Russian
5161,59f096e47f3d71000171e46b,515,blues,yes,12,0,2193.6,Russian
5171,59f096e47f3d71000171e46b,516,browns,yes,8,0,916.4000001,Russian
5181,59f096e47f3d71000171e46b,517,blues,yes,9,0,1500.5,Russian
5191,59f096e47f3d71000171e46b,518,browns,yes,3,0,1288.6,Russian
5201,59f096e47f3d71000171e46b,519,reds,yes,9,0,1178.6,Russian
5211,59f096e47f3d71000171e46b,520,reds,yes,11,0,1415.7,Russian
5221,59f096e47f3d71000171e46b,521,yellows,yes,10,1,1035.2,Russian
5231,59f096e47f3d71000171e46b,522,yellows,yes,20,1,941.5,Russian
5241,59f096e47f3d71000171e46b,523,reds,yes,20,1,1534.6,Russian
5251,59f096e47f3d71000171e46b,524,yellows,yes,18,1,927.3,Russian
5261,59f096e47f3d71000171e46b,525,browns,yes,11,0,4454.6,Russian
5271,59f096e47f3d71000171e46b,526,blues,yes,14,1,1035.2,Russian
5281,59f096e47f3d71000171e46b,527,yellows,yes,15,1,1047.8,Russian
5291,59f096e47f3d71000171e46b,528,reds,yes,1,0,1123.9,Russian
5301,59f096e47f3d71000171e46b,529,reds,yes,12,0,970.5999999,Russian
5311,59f096e47f3d71000171e46b,530,browns,yes,6,0,1143.4,Russian
5321,59f096e47f3d71000171e46b,531,yellows,yes,17,1,908.5,Russian
5331,59f096e47f3d71000171e46b,532,blues,yes,10,0,2031.5,Russian
5341,59f096e47f3d71000171e46b,533,browns,yes,17,1,1164.8,Russian
5351,59f096e47f3d71000171e46b,534,reds,yes,8,0,1449.7,Russian
5361,59f096e47f3d71000171e46b,535,blues,yes,14,0,1280.3,Russian
5371,59f096e47f3d71000171e46b,536,reds,yes,4,0,1831,Russian
5381,59f096e47f3d71000171e46b,537,yellows,yes,15,1,1629.4,Russian
5391,59f096e47f3d71000171e46b,538,yellows,yes,4,0,1837.7,Russian
5401,59f096e47f3d71000171e46b,539,browns,yes,2,0,1056.4,Russian
5411,59f096e47f3d71000171e46b,540,blues,yes,4,0,1350.3,Russian
5421,59f096e47f3d71000171e46b,541,yellows,yes,15,1,1194.8,Russian
5431,59f096e47f3d71000171e46b,542,blues,yes,6,0,1765.1,Russian
5441,59f096e47f3d71000171e46b,543,blues,yes,12,1,1066.6,Russian
5451,59f096e47f3d71000171e46b,544,blues,yes,20,1,922.5999999,Russian
5461,59f096e47f3d71000171e46b,545,blues,yes,1,0,1051.2,Russian
5471,59f096e47f3d71000171e46b,546,browns,yes,6,0,1175.8,Russian
5481,59f096e47f3d71000171e46b,547,blues,yes,3,0,3310.5,Russian
5491,59f096e47f3d71000171e46b,548,reds,yes,2,0,1058.6,Russian
5501,59f096e47f3d71000171e46b,549,browns,yes,12,0,1364.9,Russian
5511,59f096e47f3d71000171e46b,550,browns,yes,17,1,1605.8,Russian
5521,59f096e47f3d71000171e46b,551,yellows,yes,18,1,1060,Russian
5531,59f096e47f3d71000171e46b,552,browns,yes,2,0,1179.9,Russian
5541,59f096e47f3d71000171e46b,553,reds,yes,19,1,1066.8,Russian
5551,59f096e47f3d71000171e46b,554,browns,yes,16,1,912.2,Russian
5561,59f096e47f3d71000171e46b,555,yellows,yes,15,1,1093.2,Russian
5571,59f096e47f3d71000171e46b,556,blues,yes,15,0,1067.9,Russian
5581,59f096e47f3d71000171e46b,557,reds,yes,13,1,1972.2,Russian
5591,59f096e47f3d71000171e46b,558,reds,yes,4,0,1107.9,Russian
5601,59f096e47f3d71000171e46b,559,reds,yes,20,1,1097.9,Russian
5611,59f096e47f3d71000171e46b,560,browns,yes,4,0,1176.2,Russian
5621,59f096e47f3d71000171e46b,561,yellows,yes,7,0,1910.8,Russian
5641,59f096e47f3d71000171e46b,563,browns,yes,2,0,1079.5,Russian
5651,59f096e47f3d71000171e46b,564,browns,yes,15,1,837.7,Russian
5661,59f096e47f3d71000171e46b,565,blues,yes,17,1,941.7,Russian
5671,59f096e47f3d71000171e46b,566,yellows,yes,9,1,1468.9,Russian
5681,59f096e47f3d71000171e46b,567,yellows,yes,19,1,1026.7,Russian
5691,59f096e47f3d71000171e46b,568,yellows,yes,5,0,1028.2,Russian
5701,59f096e47f3d71000171e46b,569,reds,yes,16,1,1484.9,Russian
5711,59f096e47f3d71000171e46b,570,browns,yes,10,0,2874.6,Russian
5721,59f096e47f3d71000171e46b,571,yellows,yes,12,1,1111.9,Russian
5731,59f096e47f3d71000171e46b,572,blues,yes,14,1,1228.2,Russian
5741,59f096e47f3d71000171e46b,573,blues,yes,6,0,959.9000001,Russian
5751,59f096e47f3d71000171e46b,574,yellows,yes,9,1,3424.9,Russian
5761,59f096e47f3d71000171e46b,575,reds,yes,7,0,1119.3,Russian
5771,59f096e47f3d71000171e46b,576,browns,yes,18,1,1847.1,Russian
5781,59f096e47f3d71000171e46b,577,browns,yes,10,0,1143.9,Russian
5791,59f096e47f3d71000171e46b,578,browns,yes,7,0,989.9000001,Russian
5801,59f096e47f3d71000171e46b,579,yellows,yes,13,1,1076.9,Russian
5811,59f096e47f3d71000171e46b,580,yellows,yes,3,0,836.3,Russian
5821,59f096e47f3d71000171e46b,581,yellows,yes,11,1,969.3000002,Russian
5831,59f096e47f3d71000171e46b,582,reds,yes,12,0,965,Russian
5841,59f096e47f3d71000171e46b,583,reds,yes,8,0,979.3,Russian
5851,59f096e47f3d71000171e46b,584,yellows,yes,5,0,1411.7,Russian
5861,59f096e47f3d71000171e46b,585,blues,yes,9,0,1448.8,Russian
5871,59f096e47f3d71000171e46b,586,reds,yes,4,0,1141.1,Russian
5881,59f096e47f3d71000171e46b,587,reds,yes,15,1,1368.4,Russian
5891,59f096e47f3d71000171e46b,588,yellows,yes,17,1,847.3,Russian
5901,59f096e47f3d71000171e46b,589,browns,yes,9,0,1216.8,Russian
5911,59f096e47f3d71000171e46b,590,yellows,yes,19,0,1104.5,Russian
5921,59f096e47f3d71000171e46b,591,browns,yes,13,1,4544.3,Russian
5931,59f096e47f3d71000171e46b,592,blues,yes,7,0,1804.2,Russian
5941,59f096e47f3d71000171e46b,593,browns,yes,13,1,1542,Russian
5951,59f096e47f3d71000171e46b,594,yellows,yes,3,0,1326.1,Russian
5961,59f096e47f3d71000171e46b,595,yellows,yes,19,0,1017,Russian
5971,59f096e47f3d71000171e46b,596,yellows,yes,6,0,1824.1,Russian
5981,59f096e47f3d71000171e46b,597,blues,yes,20,1,1617.4,Russian
5991,59f096e47f3d71000171e46b,598,yellows,yes,10,1,1282,Russian
6001,59f096e47f3d71000171e46b,599,yellows,yes,4,0,930.6000001,Russian
6011,59f096e47f3d71000171e46b,600,reds,yes,14,1,3282.6,Russian
6021,59f096e47f3d71000171e46b,601,browns,yes,9,0,1142.2,Russian
6031,59f096e47f3d71000171e46b,602,reds,yes,3,0,1307,Russian
6041,59f096e47f3d71000171e46b,603,yellows,yes,12,1,943.0999999,Russian
6051,59f096e47f3d71000171e46b,604,blues,yes,1,0,1202.9,Russian
6061,59f096e47f3d71000171e46b,605,reds,yes,2,0,928.3,Russian
6071,59f096e47f3d71000171e46b,606,browns,yes,14,1,1979.8,Russian
6081,59f096e47f3d71000171e46b,607,yellows,yes,11,1,835.2,Russian
6091,59f096e47f3d71000171e46b,608,blues,yes,9,0,1970.3,Russian
6101,59f096e47f3d71000171e46b,609,reds,yes,15,1,1142.4,Russian
6111,59f096e47f3d71000171e46b,610,browns,yes,5,0,2036,Russian
6121,59f096e47f3d71000171e46b,611,yellows,yes,2,0,852.1999998,Russian
6131,59f096e47f3d71000171e46b,612,browns,yes,14,1,1633.2,Russian
6151,59f096e47f3d71000171e46b,614,browns,yes,17,1,904.8999999,Russian
6161,59f096e47f3d71000171e46b,615,blues,yes,4,0,1139.5,Russian
6171,59f096e47f3d71000171e46b,616,yellows,yes,2,0,991.5,Russian
6181,59f096e47f3d71000171e46b,617,reds,yes,10,0,937,Russian
6191,59f096e47f3d71000171e46b,618,blues,yes,19,1,757.9000001,Russian
6201,59f096e47f3d71000171e46b,619,yellows,yes,8,0,2232.3,Russian
6211,59f096e47f3d71000171e46b,620,browns,yes,3,0,1218.4,Russian
6221,59f096e47f3d71000171e46b,621,browns,yes,8,1,1297.3,Russian
6231,59f096e47f3d71000171e46b,622,browns,yes,5,0,1274.7,Russian
6241,59f096e47f3d71000171e46b,623,yellows,yes,13,1,1461.7,Russian
6251,59f096e47f3d71000171e46b,624,browns,yes,11,0,3400.5,Russian
6261,59f096e47f3d71000171e46b,625,blues,yes,5,0,3576,Russian
6271,59f096e47f3d71000171e46b,626,browns,yes,4,0,1572.9,Russian
6281,59f096e47f3d71000171e46b,627,reds,yes,13,1,1403.1,Russian
6291,59f096e47f3d71000171e46b,628,browns,yes,16,1,1403.2,Russian
6301,59f096e47f3d71000171e46b,629,browns,yes,4,0,1267.9,Russian
6311,59f096e47f3d71000171e46b,630,blues,yes,8,0,4264.2,Russian
6321,59f096e47f3d71000171e46b,631,yellows,yes,5,0,2684.6,Russian
6331,59f096e47f3d71000171e46b,632,yellows,yes,13,1,1028.7,Russian
6341,59f096e47f3d71000171e46b,633,blues,yes,20,1,1464.6,Russian
6351,59f096e47f3d71000171e46b,634,blues,yes,10,0,1693.9,Russian
3102,5a28738fb4a5de00011af471,309,yellows,yes,10,0,2438.1,Russian
3112,5a28738fb4a5de00011af471,310,blues,yes,6,0,1577.4,Russian
3122,5a28738fb4a5de00011af471,311,reds,yes,11,0,1362.3,Russian
3132,5a28738fb4a5de00011af471,312,yellows,yes,18,1,884.5,Russian
3142,5a28738fb4a5de00011af471,313,yellows,yes,8,0,1200,Russian
3152,5a28738fb4a5de00011af471,314,blues,yes,20,1,1135,Russian
3162,5a28738fb4a5de00011af471,315,blues,yes,13,0,2175.5,Russian
3172,5a28738fb4a5de00011af471,316,browns,yes,7,0,1488.4,Russian
3182,5a28738fb4a5de00011af471,317,reds,yes,16,1,1005.7,Russian
3192,5a28738fb4a5de00011af471,318,yellows,yes,6,0,1059.4,Russian
3202,5a28738fb4a5de00011af471,319,blues,yes,15,1,2111.4,Russian
3212,5a28738fb4a5de00011af471,320,browns,yes,9,0,2301.5,Russian
3222,5a28738fb4a5de00011af471,321,blues,yes,8,0,853.1,Russian
3232,5a28738fb4a5de00011af471,322,yellows,yes,6,0,895.6,Russian
3242,5a28738fb4a5de00011af471,323,browns,yes,13,0,1826.6,Russian
3252,5a28738fb4a5de00011af471,324,yellows,yes,14,1,1330.5,Russian
3262,5a28738fb4a5de00011af471,325,blues,yes,11,0,1147,Russian
3272,5a28738fb4a5de00011af471,326,browns,yes,10,0,1699.6,Russian
3282,5a28738fb4a5de00011af471,327,browns,yes,8,0,1766.4,Russian
3292,5a28738fb4a5de00011af471,328,browns,yes,3,0,1124.1,Russian
3302,5a28738fb4a5de00011af471,329,blues,yes,14,1,2302.6,Russian
3312,5a28738fb4a5de00011af471,330,browns,yes,10,0,1625.6,Russian
3322,5a28738fb4a5de00011af471,331,browns,yes,15,1,1060,Russian
3332,5a28738fb4a5de00011af471,332,yellows,yes,17,1,1384,Russian
3342,5a28738fb4a5de00011af471,333,browns,yes,19,1,890.1,Russian
3352,5a28738fb4a5de00011af471,334,reds,yes,7,0,883.6,Russian
3362,5a28738fb4a5de00011af471,335,reds,yes,16,1,1123,Russian
3372,5a28738fb4a5de00011af471,336,reds,yes,15,1,1202.7,Russian
3382,5a28738fb4a5de00011af471,337,reds,yes,11,0,2105.6,Russian
3392,5a28738fb4a5de00011af471,338,yellows,yes,11,0,3854.1,Russian
3402,5a28738fb4a5de00011af471,339,reds,yes,14,0,816.4,Russian
3412,5a28738fb4a5de00011af471,340,blues,yes,14,0,1913.8,Russian
3422,5a28738fb4a5de00011af471,341,browns,yes,2,0,977.8,Russian
3432,5a28738fb4a5de00011af471,342,yellows,yes,17,1,1244,Russian
3442,5a28738fb4a5de00011af471,343,browns,yes,5,0,2582.2,Russian
3452,5a28738fb4a5de00011af471,344,yellows,yes,1,0,959,Russian
3462,5a28738fb4a5de00011af471,345,reds,yes,11,0,1937.5,Russian
